id,darija,translit_darija,fr,module,msa,translit_msa,notes
cmo8hyi7r00oi4ey1boffefv2,بْغِيت نْشْرَب قَهْوَة,bghit nchrb qahwa,je veux boire un café,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600ph4ey1zuw4d4zd,بْغِيت نْشْرَب مَا,bghit nchrb ma,je veux boire de l'eau,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q94ey1o2f7ikje,بْغِيت نْشْرِي شِي حَاجَة,bghit nchri chi 7aja,je veux acheter quelque chose,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qq4ey1h2btm9e4,بْغِيت نْشُوف دَاك البْلَاصَة,bghit nchouf dak lblasa,je veux voir cet endroit,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qj4ey1rsybpswa,بْغِيت نْمْشِي لْلبْحَر,bghit nmchi lb7ar,je veux aller à la mer,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q24ey1uysjj81p,بْغِيت نْمْشِي لْلسُّوق,bghit nmchi lsouq,je veux aller au marché,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pw4ey106zi6xfu,بْغِيت نْنْعَس بَكْرِي,bghit n3ss bkri,je veux dormir tôt,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ng4ey1acey8du8,بْغِيت هَادَا,bghit hada,je veux ça,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p94ey1zkhskb3x,جْمَع الطَّابْلَة,jme3 Ttabla,range la table,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pm4ey11ts170dd,جْمَع دَاكْشِي لِّي فْ الصَّالُون,jme3 dakchi li f ssalon,range ce qu'il y a dans le salon,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oy4ey1sv1xyhzw,جْمَع دَاكْشِي مْزْيَان,jme3 dakchi mzian,range bien tout ça,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q74ey1ktlgdwt7,حْبَس هْنَا عْفَاك,7bes hna 3afak,arrête ici s'il te plaît,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p84ey1nu9gpnhq,حَلّ الشَّرْجَم شْوِيَة,7ell cherrjm chwiya,ouvre un peu la fenêtre,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pr4ey14txce3vm,خَاصْنَا نْمْشِيُو لْلسُّوق,khasna nmchiu lsouq,on doit aller au marché,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o44ey19qi8bsxk,خَاصْنَا نْهَضْرُو عْلَى هَاد المَوْضُوع بْجْدِّيَة,khasna nhdro 3la had lmawDou3 bjjdiya,on doit parler de ce sujet sérieusement,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nz4ey19cfx4x5t,خَاصْنِي نْمْشِي دَابَا,khasni nmchi daba,je dois partir maintenant,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00or4ey19sgocbyb,رْجَع عَنْدِي مْن بَعْد,rja3 3ndi mn b3d,reviens me voir plus tard,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nt4ey1q3f15g2b,رْجَع لِيَّا مْن بَعْد,rje3 lia men b3d,reviens vers moi plus tard,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ot4ey16i66cxab,سَالِيتِي الخِدْمَة؟,saliti lkhidma?,as-tu fini le travail ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600py4ey14qrbalot,سَالِيتِي شْغْلَك فْ الدَّار؟,saliti chghlk f ddar?,as-tu fini tes tâches à la maison ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qg4ey140k7qtaw,سْخُون بْزَّاف,skhoun bzzaf,il fait très chaud,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pj4ey1lqr2yy7q,سْخُون بْزَّاف هْنَا,skhoun bzzaf hna,il fait très chaud ici,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p74ey1bc8e5ac3,سَدّ البَاب مْزْيَان,sedd lbab mzian,ferme bien la porte,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00on4ey1hyoy2ktw,سْمَح لِيَّا تْأَخَّرْت,sme7 liya t2akhart,"désolé, je suis en retard",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ns4ey1copvd3cr,سْمَح لِيَّا مَا سْمَعْتَكْش,sme7 lia ma sma3tkch,"désolé, je ne t'ai pas entendu",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p54ey13wonlqfi,سِير اللهُ يْعَاوَن,sir allah y3awn,"vas-y, que Dieu t'aide",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pt4ey10mx5xyot,سِير جِيب المَاء,sir jib lma,va chercher de l'eau,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q84ey19467s607,سِير قْدَّام شْوِيَة,sir qddam chwiya,avance un peu,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00op4ey1iwu8m39r,سِير قْدَّامِي,sir qddami,passe devant moi,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qe4ey1fno6es6h,سِير نْتْمْشَى شْوِيَة,sir ntmcha chwiya,allons marcher un peu,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qs4ey1o3a9b35k,سِير نْرْجْعُو مْن هَاد الطْرِيق,sir nrj3u mn had ttriq,reprenons cette route,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q04ey14xxf19i4,سِير نْعَيَّط لْلطَّاكْسِي,sir n3ayyet lttaksi,va appeler un taxi,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qm4ey1g1674481,سِير نْكَمَّلُو الطْرِيق,sir nkemmlou ttriq,continuons la route,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ox4ey1xhda8s1t,سِير نُوض خْدَم,sir noud khdem,"allez, lève-toi et travaille",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600px4ey11yx7q1ms,سِير هَزّ الزْبَل,sir hzz zzbl,va sortir les poubelles,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qb4ey1jhspatg0,شْحَال الثَّمَن؟,ch7al ttaman?,c'est combien ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q44ey16r73611c,شْحَال دَازَت الطُّوبِيس؟,ch7al dazet ttoubis?,depuis combien de temps le bus est passé ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00no4ey1qtfxteez,شْحَال فْ العُمْر دْيَالَك؟,ch7al f l3omr dyalk?,quel âge as-tu ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pf4ey1r6zsbg8n,شْعَل الضَّو,ch3el DDo,allume la lumière,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nl4ey1z5u7q155,شْنُو كَتْدِير دَابَا؟,chnou katdir daba?,que fais-tu maintenant ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00om4ey1j8ogkuef,شْنُو وَاقَع هْنَا؟,chnou waqe3 hna?,que se passe-t-il ici ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00n94ey1m24c20ig,صْبَاح الخِير,sbah lkhir,bonjour (matin),Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pe4ey1nfhsh129,طْفِي التِّلْفَازَة,Tfi ttlfaza,éteins la télé,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00os4ey1bopr3yr1,عَاوَد لِيَّا اللهُ يْخَلِّيك,3awd liya allah ykhellik,répète s'il te plaît,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ni4ey118kfyimw,عَاوَد مْن فَضْلَك,3awed men fDlek,répète s'il te plaît,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nw4ey1npi9mu8k,عْجْبَاتْنِي هَاد الفِكْرَة,3jbatni had lfekra,j'aime bien cette idée,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pd4ey120i5kib6,عْطِينِي الكَاس لُوطَا,3tini lkas lowTa,donne-moi le verre en bas,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600po4ey10zggiy10,عْطِينِي المْنْشْفَة,3tini lmnchfa,donne-moi la serviette,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p44ey1keq6k5ca,عْطِينِي رَأْيَك,3tini ra2yak,donne-moi ton avis,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o14ey1wljj8mz5,عْطِينِي شْوِيَة دْيَال الوَقْت,3tini chwya dyal lwa9t,donne-moi un peu de temps,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ol4ey1wjdshazv,عْطِينِي وَاحَد دْقِيقَة,3tini wa7d d9i9a,donne-moi une minute,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nn4ey14klclhhw,عْفَاك تْعَاوْنِّي,3afak t3awenni,s'il te plaît aide-moi,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600ql4ey1b5stqrhe,عْفَاك صَوَّرْنِي هْنَا,3afak Swwrni hna,prends-moi en photo ici,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q34ey1esgj2ffy,عْفَاك وَرِّينِي الطْرِيق,3afak werrini ttriq,"s'il vous plaît, montrez-moi le chemin",Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qp4ey13oexfzuy,عْفَاك وْقَف هْنَا,3afak wqef hna,arrête-toi ici,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nx4ey1dhrx52if,عْلَاش لَا؟,3lach la,pourquoi pas,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00np4ey1jf7hlc7i,عَنْدِي وَاحَد السُّؤَال,3ndi wa7d ssou2al,j'ai une question,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pu4ey1waq8jvph,فِين البَرْدَعَة دْيَال الكُرْسِي؟,fin lberda3a dyal lkursi?,où est le coussin de la chaise ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pi4ey1shscg774,فِين البُوطَة؟,fin lbouTa?,où est la bonbonne de gaz ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q64ey1qklak54t,فِين المَحَطَّة؟,fin lma7aTTa?,où est la station ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ou4ey1a6482hj2,فِين بْغِيتِي نْجْلَس؟,fin bghiti njless?,où veux-tu qu'on s'assoie ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pl4ey1xdb797pe,فِين حَطِّيتِي الصَّابُون؟,fin 7titi ssaboun?,où as-tu mis le savon ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pb4ey1rjd833du,فِين حَطِّيتِي المَفَاتِيح؟,fin 7titi lmafatih?,où as-tu mis les clés ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pp4ey1byx6idq4,فِين دَرْتِي الرِّيمُوت؟,fin drti rremote?,où as-tu mis la télécommande ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nm4ey1d9m9pals,فِين سَاكَن؟,fin saken?,où habites-tu ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ok4ey1ejcblej3,فِين غَادِي دَابَا؟,fin ghadi daba?,où vas-tu maintenant,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pz4ey13bzvfe9s,فِين غَادِيِّين دَابَا؟,fin ghadiyin daba,où allons-nous maintenant,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qi4ey13qi09gxb,فِين غَادِيِّين نَاكْلُو؟,fin ghadiyin naklou?,où allons-nous manger ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qk4ey10kddnglc,فِين كَايْن البَارْك؟,fin kayn lpark?,où est le parc ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qo4ey1l7ld1wtx,فِين كَايْن شِي طُوبِيس؟,fin kayn chi toubis?,où y a-t-il un bus ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qc4ey1wyebzayo,فِين كَايْن شِي قَهْوَة قْرِيبَة؟,fin kayn chi qahwa qriba?,où y a-t-il un café proche ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qr4ey1elklm6s6,فِين كَايْن شِي مُول الحَانُوت؟,fin kayn chi moul l7anout?,où y a-t-il une épicerie ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600q14ey1uic5k4ue,فِين كَايْن هَاد المَحَلّ؟,fin kayn had lma7al?,où se trouve ce magasin ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ne4ey1b8pfbu9i,فِين هُوَ ...؟,fin howa ...?,où est ... ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p04ey12bkmq81v,فِين وْصَلْتِي؟,fin wsilti?,où en es-tu ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p34ey1auoprnsy,كُلْشِي مْزْيَان,kolchi mzian,tout va bien,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00of4ey1zfjoo55c,كَنْحَاوَل نْكُون وَاضَح قَدّ مَا نْقْدَر,kan7awel nkoun waDe7 qadd ma nqdr,j'essaie d'être clair autant que possible,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o74ey11bjq14hf,كَنْظَنّ هَاد الحَلّ هُوَ الأَنْسَب,kanDnn had l7ell howa lansab,je pense que cette solution est la plus adaptée,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nc4ey1u57dz6z9,لَا بَاس الحَمْدُ لِلّٰه,labas l7amdollah,"ça va, grâce à Dieu",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00na4ey1hjruja3v,لَا بَاس؟,labas?,ça va ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nh4ey1htzonzk2,مَا بْغِيتْش,ma bghitch,je ne veux pas,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pq4ey1k7yah3rx,مَا بْقَى وَالُو فْ الخُبْز,ma bqa walo f lkhobz,il ne reste presque plus de pain,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pv4ey1o4vbl60p,مَا تْخَلِّيش الضَّو شَاعَل,ma tkhallish DDo cha3l,ne laisse pas la lumière allumée,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nu4ey1m5jl49wa,مَا عَنْدِيش الوَقْت دَابَا,ma 3ndich lwa9t daba,je n'ai pas le temps maintenant,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oq4ey1dlef7wnl,مَا فْهَمْتْش مْزْيَان,ma fhemtch mzian,je n'ai pas bien compris,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600p24ey1opbhpi13,مَا كَايْن حْتَّى مُشْكِل,ma kayn 7tta mochkil,il n'y a aucun problème,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o04ey1s8nhjj1i,مَازَال مْفَكَّرْتْش,mazal mfkkrtch,je n'ai pas encore réfléchi,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00o54ey1pmb5gdw2,مَاشِي ضَرُورِي دَابَا، نْقْدَر نْرْجْعُو لِيه مْن بَعْد,"machi Darouri daba, nqdr nrj3o lih men b3d","ce n'est pas urgent maintenant, on peut y revenir plus tard",Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00oc4ey1s7owkfbp,مَاشِي كُلْشِي غَادِي يْفْهَم هَاد الفِكْرَة مْن اللَّوَل,machi kolchi ghadi yfham had lfekra mn lwel,tout le monde ne comprendra pas cette idée dès le début,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ow4ey1t70a0gcf,مَاشِي مَعْقُول هَادْشِي,machi m3qul hadchi,ce n'est pas raisonnable,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nb4ey1432g7xx6,مْسَا الخِير,msa lkhir,bonsoir,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nq4ey1qqyver4s,مُمْكِن تْوَضَّح لِيَّا؟,momkin twDDe7 lia?,peux-tu m'expliquer ?,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00ny4ey154pzxasy,نْتْفَاهْمُو عْلِيهَا,ntfahmo 3liha,on s'arrangera,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nv4ey1xy9kq5gu,نْتْلَاقَاو غْدَّا,ntlaqaw ghdda,on se voit demain,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00nk4ey1wo8uaail,نْعَم / لَا,na3m / la,oui / non,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600qa4ey10xpr63a6,نْقَصّ شْوِيَة فْ الثَّمَن,nqess chwiya f ttaman,baisse un peu le prix,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pn4ey1rknnqpf3,نُوض نْبَدَّل لْحْوَايَج,noud nbdl l7wayj,je vais me changer,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pg4ey1826bli10,نُوض نْرْتَاح شْوِيَة,noud nrta7 chwiya,je vais me reposer un peu,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600ps4ey1n9u3cvhl,نُوض نْرَتَّب البِيت,noud nrtb lbit,je vais ranger la chambre,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pa4ey1wezydd2f,نُوض نْطَيَّب,noud nTayyeb,je me lève pour cuisiner,Manama - Vocabulaire — Phrases,,,
cmo8hyi8600pk4ey19dn51aht,نُوض نْغْسَل المْوَاعَن,noud nghsl lmwa3n,je vais faire la vaisselle,Manama - Vocabulaire — Phrases,,,
cmo8hyi7r00og4ey1sa7iqcp7,هَاد المَوْضُوع مْعَقَّد شْوِيَة، خَاصُّو شَرْح مْفَصَّل,"had lmawDou3 m3aqqad chwya, khaso chra7 mfaSSal","ce sujet est un peu complexe, il nécessite une explication détaillée",Manama - Vocabulaire — Phrases,,,
cmo8hyi7400je4ey1j1jtc1yh,تْسْعْمِيَّة,ts3 miyya,neuf cents,Marrakech -Les nombres,,,
cmo8hyi7400j84ey12fc49jez,تْلَاتْمِيَّة,tlatt miyya,trois cents,Marrakech -Les nombres,,,
cmo8hyi7400jd4ey1lhzx4q4w,تْمَنْمِيَّة,tmn miyya,huit cents,Marrakech -Les nombres,,,
cmo8hyi7400j94ey1cpihbafu,خَمْسْمِيَّة,khms miyya,cinq cents,Marrakech -Les nombres,,,
cmo8hyi7400ja4ey1l02rqfdx,رْبْعْمِيَّة,rb3 miyya,quatre cents,Marrakech -Les nombres,,,
cmo8hyi7400jc4ey1czf7nslg,سْبْعْمِيَّة,sb3 miyya,sept cents,Marrakech -Les nombres,,,
cmo8hyi7400jb4ey1yspf44t1,سْتْمِيَّة,stt miyya,six cents,Marrakech -Les nombres,,,
cmo8hyi6t00el4ey198glq46f,بْطَانِيَّة,bTaniya,couverture,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00eo4ey1zaf7cy1q,تِلْفَازَة,tlfaza,télévision (variante),Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00eq4ey1nok65yx1,رَادْيُو,radio,radio,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00ep4ey15p1okopd,رِيمُوت,rimot,télécommande,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00ek4ey14qzz90n2,زَرْبِيَّة,zrbya,tapis,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00em4ey1wfs3qpz2,سَاعَة حَائِط,sa3a 7a2iT,horloge murale,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00ew4ey1oe6u44ww,سْكِّين,sikin,couteau,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00f14ey19n7ila32,شَامْبُو,champoo,shampoing,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00f04ey1cw12frpm,صَابُون,saboun,savon,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00es4ey1jhgkw7gy,طْبْسِيل,Tbssil,assiette,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00ex4ey1qrl4kosl,فْرَّاشَة,frrasha,brosse / balai,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00eu4ey1fwfhdkc7,فِرْشِيطَة,ferchita,fourchette,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00ev4ey199yp6a6d,قْنِينَة,qnina,bouteille,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00er4ey10asbd8oz,كَاس,kas,verre,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00ej4ey1yngag2o7,كُرْسِي,kursi,chaise,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00ez4ey164pba5w5,مَاكِينَة الصَّابُون,makinat ssaboun,machine à laver,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00eh4ey1kdzdexim,مْحْفَظَة,m7faDa,sac / cartable,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00ei4ey1h9jnzjmq,مْحْفَظَة نْقُود,portmona,portefeuille,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00en4ey1ci6yv7v0,مِصْبَاح,msba7,lampe,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00ey4ey1bi4ilp8y,مْظَلَّة,mDalla,parapluie,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00et4ey1p36psrst,مْعْلْقَة,m3lqa,cuillère,Mascate -Vocabulaire — Objets,,,
cmo8hyi6u00f24ey1cpr43yoz,مْنْشْفَة,mnchfa,serviette,Mascate -Vocabulaire — Objets,,,
cmo8hyi6t00eg4ey1bhrno7cq,هَاتِف,hatif,téléphone (variante),Mascate -Vocabulaire — Objets,,,
cmo8hyi8y00va4ey1ysqcgwcp,اللَّه يَرْحَم الوَالِدِين,allah yer7em lwalidin,je t'en prie / merci beaucoup (fort),Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vc4ey1qwh7yutd,اللَّه يْسَهَّل عْلِيك,allah ysshel 3lik,bonne chance / que Dieu facilite pour toi,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vb4ey1qlui6j76,اللَّه يَعْطِيك الصِّحَّة,allah y3tik SSe77a,"merci, que Dieu te donne la santé",Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vm4ey1ooolzfn4,جَابْهَا فْرَاسُو,jabha f rasso,il l'a cherché / il l'a mérité,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vd4ey1v3b6nw8o,دِير النِّيَّة,dir enniya,fais les choses avec de bonnes intentions,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vf4ey1hbqu7d5x,شْدّ الأَرْض,chdd l'arD,tiens bon / reste solide,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vk4ey15wspmsj7,ضْرَبْهَا بْسْكَات,Drebha b skkat,il/elle a disparu du jour au lendemain,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vg4ey1oznclhud,ضْرَبْهَا بْسَكْتَة,Drebha b sktta,il/elle est parti(e) sans prévenir,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vh4ey1smwgdhxe,طَاح عْلَى وْجْهُو,Ta7 3la wjho,il s'est ridiculisé,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vn4ey1x8jjx9fz,عَنْدُو الزَّهْر,3ndou zahr,il a de la chance,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vj4ey1ovjbcrir,كُلْشِي بْيَد اللَّه,kolchi b yed allah,tout est entre les mains de Dieu,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vi4ey1j2gdzvdq,مَا بْقَى مَا يْعْجَب,ma bqa ma y3jeb,plus rien ne va,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00ve4ey1sl63wadd,مَا تْدِيرْش مْن الحْبَّة قُبَّة,ma tdirch men l7ba qobba,n'exagère pas / n'en fais pas une montagne,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vl4ey1neoi0j2e,مَا عَنْدُو زَهْر,ma 3ndou zahr,il n'a pas de chance,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi8y00vo4ey1rjqymsz2,مَاشِي دْيَال هَاد الشِّي,machi dyal had chi,ce n'est pas fait pour lui / ce n'est pas son domaine,Médine - Vocabulaire — Idiomes & expressions imagées,,,
cmo8hyi6j00bo4ey1p4ob9aou,الجَوّ بَارْد,ljaw bard,il fait froid,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bv4ey19ixwgqrh,الجَوّ رْطْب,ljaw rTb,le temps est humide,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bm4ey1573sb21c,الجَوّ زْوِين,ljaw zwine,il fait beau,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bn4ey136u01glt,الجَوّ سْخُون,ljaw skhoun,il fait chaud,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bz4ey1iqsnqduh,الجَوّ مْعْتَدِل,ljaw m3tdel,le temps est doux,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bu4ey1o410v9x8,الجَوّ نَاشْف,ljaw nachf,le temps est sec,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bx4ey107wbz3j1,الحْرَارَة طَالْعَة,l7rara Ta3la,la température monte,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00by4ey1yi2sib0f,الحْرَارَة هَابْطَة,l7rara habTa,la température baisse,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bs4ey1wu4l4lo9,السْمَاء غِيمَّة,ssma ghimma,le ciel est nuageux,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bw4ey183n4ms7u,كَايْن التْلْج,kayen ttlj,il neige,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00br4ey1y18pedwx,كَايْن الرِّيح,kayen rri7,il y a du vent,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bp4ey1lbjxj4lt,كَايْن الشْتَا,kayen chtta,il pleut,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bt4ey1kmt75fjc,كَايْن الضْبَاب,kayen DDbab,il y a du brouillard,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00c04ey1olct0akg,كَايْن عْجَاج,kayen 3jaj,il y a une tempête de sable,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00bq4ey1gybv7sfw,مَا كَايْنَاش الشْتَا,ma kaynach chtta,il ne pleut pas,Mogadiscio - Vocabulaire — Météo,,,
cmo8hyi6j00cf4ey1snlgbun0,البَارْح,bare7,hier,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00cd4ey1cqziel4e,اليُوم,lyoum,aujourd'hui,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00ca4ey1mst5z8rt,دَابَا,daba,maintenant,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c64ey1l2u7ld4e,دْقِيقَة,dqiqa,minute,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c84ey11cd6jtqg,شْهْر,chhr,mois,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c34ey1p58zj56x,صْبَاح,sba7,matin,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c94ey1zk67li44,عَام,3am,année,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c54ey19wg793kq,عَشَّان,3ch-chyan,soir,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c44ey140gmlewy,عْشِيَّة,3chiya,après-midi,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00ce4ey1h0z7bzg9,غْدَّا,ghdda,demain,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00cc4ey1n4ecsacl,قْبْل,qbl,avant,Moroni - Vocabulaire — Temps,,,
cmo8hyi6j00c24ey1ulmq1z91,لِيل,lil,nuit,Moroni - Vocabulaire — Temps,,,
